:START_ID,:END_ID,relation,:TYPE
100606,400606,effect,effect
100607,400607,effect,effect
100608,400608,effect,effect
100609,400609,effect,effect
100610,400610,effect,effect
100611,400611,effect,effect
100612,400612,effect,effect
100613,400613,effect,effect
100614,400614,effect,effect
100615,400615,effect,effect
100616,400616,effect,effect
100617,400617,effect,effect
100618,400618,effect,effect
100619,400619,effect,effect
100620,400620,effect,effect
100621,400621,effect,effect
100622,400622,effect,effect
100623,400623,effect,effect
100624,400624,effect,effect
100625,400625,effect,effect
100626,400626,effect,effect
100627,400627,effect,effect
100628,400628,effect,effect
100629,400629,effect,effect
100630,400630,effect,effect
100631,400631,effect,effect
100632,400632,effect,effect
100633,400633,effect,effect
100634,400634,effect,effect
100635,400635,effect,effect
100636,400636,effect,effect
100637,400637,effect,effect
100638,400638,effect,effect
100639,400639,effect,effect
100640,400640,effect,effect
100641,400641,effect,effect
100642,400642,effect,effect
100643,400643,effect,effect
100644,400644,effect,effect
100645,400645,effect,effect
100646,400646,effect,effect
100647,400647,effect,effect
100648,400648,effect,effect
100649,400649,effect,effect
100650,400650,effect,effect
100651,400651,effect,effect
100652,400652,effect,effect
100653,400653,effect,effect
100654,400654,effect,effect
100655,400655,effect,effect
100656,400656,effect,effect
100657,400657,effect,effect
100658,400658,effect,effect
100659,400659,effect,effect
100660,400660,effect,effect
100661,400661,effect,effect
100662,400662,effect,effect
100663,400663,effect,effect
100664,400664,effect,effect
100665,400665,effect,effect
100666,400666,effect,effect
100667,400667,effect,effect
100668,400668,effect,effect
100669,400669,effect,effect
100670,400670,effect,effect
100671,400671,effect,effect
100672,400672,effect,effect
100673,400673,effect,effect
100674,400674,effect,effect
100675,400675,effect,effect
100676,400676,effect,effect
100677,400677,effect,effect
100678,400678,effect,effect
100679,400679,effect,effect
100680,400680,effect,effect
100681,400681,effect,effect
100682,400682,effect,effect
100683,400683,effect,effect
100684,400684,effect,effect
100685,400685,effect,effect
100686,400686,effect,effect
100687,400687,effect,effect
100688,400688,effect,effect
100689,400689,effect,effect
100690,400690,effect,effect
100691,400691,effect,effect
100692,400692,effect,effect
100693,400693,effect,effect
100694,400694,effect,effect
100695,400695,effect,effect
100696,400696,effect,effect
100697,400697,effect,effect
100698,400698,effect,effect
100699,400699,effect,effect
100700,400700,effect,effect
100701,400701,effect,effect
100702,400702,effect,effect
100703,400703,effect,effect
100704,400704,effect,effect
100705,400705,effect,effect
100706,400706,effect,effect
100707,400707,effect,effect
100708,400708,effect,effect
100709,400709,effect,effect
100710,400710,effect,effect
100711,400711,effect,effect
100712,400712,effect,effect
100713,400713,effect,effect
100714,400714,effect,effect
100715,400715,effect,effect
100716,400716,effect,effect
100717,400717,effect,effect
100718,400718,effect,effect
100719,400719,effect,effect
100720,400720,effect,effect
100721,400721,effect,effect
100722,400722,effect,effect
100723,400723,effect,effect
100724,400724,effect,effect
100725,400725,effect,effect
100726,400726,effect,effect
100727,400727,effect,effect
100728,400728,effect,effect
100729,400729,effect,effect
100730,400730,effect,effect
100731,400731,effect,effect
100732,400732,effect,effect
100733,400733,effect,effect
100734,400734,effect,effect
100735,400735,effect,effect
100736,400736,effect,effect
100737,400737,effect,effect
100738,400738,effect,effect
100739,400739,effect,effect
100740,400740,effect,effect
100741,400741,effect,effect
100742,400742,effect,effect
100743,400743,effect,effect
100744,400744,effect,effect
100745,400745,effect,effect
100746,400746,effect,effect
100747,400747,effect,effect
100748,400748,effect,effect
100749,400749,effect,effect
100750,400750,effect,effect
100751,400751,effect,effect
100752,400752,effect,effect
100753,400753,effect,effect
100754,400754,effect,effect
100755,400755,effect,effect
100756,400756,effect,effect
100757,400757,effect,effect
100758,400758,effect,effect
100759,400759,effect,effect
100760,400760,effect,effect
100761,400761,effect,effect
100762,400762,effect,effect
100763,400763,effect,effect
100764,400764,effect,effect
100765,400765,effect,effect
100766,400766,effect,effect
100767,400767,effect,effect
100768,400768,effect,effect
100769,400769,effect,effect
100770,400770,effect,effect
100771,400771,effect,effect
100772,400772,effect,effect
100773,400773,effect,effect
100774,400774,effect,effect
100775,400775,effect,effect
100776,400776,effect,effect
100777,400777,effect,effect
100778,400778,effect,effect
100779,400779,effect,effect
100780,400780,effect,effect
100781,400781,effect,effect
100782,400782,effect,effect
100783,400783,effect,effect
100784,400784,effect,effect
100785,400785,effect,effect
100786,400786,effect,effect
100787,400787,effect,effect
100788,400788,effect,effect
100789,400789,effect,effect
100790,400790,effect,effect
