:START_ID,:END_ID,relation,:TYPE
200951,100951,belong,belong
200952,100952,belong,belong
200953,100953,belong,belong
200954,100954,belong,belong
200955,100955,belong,belong
200956,100956,belong,belong
200957,100957,belong,belong
200958,100958,belong,belong
200959,100959,belong,belong
200960,100960,belong,belong
200961,100961,belong,belong
200962,100962,belong,belong
200963,100963,belong,belong
200964,100964,belong,belong
200965,100965,belong,belong
200966,100966,belong,belong
200967,100967,belong,belong
200968,100968,belong,belong
200969,100969,belong,belong
200970,100970,belong,belong
200971,100971,belong,belong
200972,100972,belong,belong
200973,100973,belong,belong
200974,100974,belong,belong
200975,100975,belong,belong
200976,100976,belong,belong
200977,100977,belong,belong
200978,100978,belong,belong
200979,100979,belong,belong
200980,100980,belong,belong
200981,100981,belong,belong
200982,100982,belong,belong
200983,100983,belong,belong
200984,100984,belong,belong
200985,100985,belong,belong
200986,100986,belong,belong
200987,100987,belong,belong
200988,100988,belong,belong
200989,100989,belong,belong
200990,100990,belong,belong
200991,100991,belong,belong
200992,100992,belong,belong
200993,100993,belong,belong
200994,100994,belong,belong
200995,100995,belong,belong
200996,100996,belong,belong
200997,100997,belong,belong
200998,100998,belong,belong
200999,100999,belong,belong
201000,101000,belong,belong
201001,101001,belong,belong
201002,101002,belong,belong
201003,101003,belong,belong
201004,101004,belong,belong
201005,101005,belong,belong
201006,101006,belong,belong
201007,101007,belong,belong
201008,101008,belong,belong
201009,101009,belong,belong
201010,101010,belong,belong
201011,101011,belong,belong
201012,101012,belong,belong
201013,101013,belong,belong
201014,101014,belong,belong
201015,101015,belong,belong
201016,101016,belong,belong
201017,101017,belong,belong
201018,101018,belong,belong
201019,101019,belong,belong
201020,101020,belong,belong
201021,101021,belong,belong
201022,101022,belong,belong
201023,101023,belong,belong
201024,101024,belong,belong
201025,101025,belong,belong
201026,101026,belong,belong
201027,101027,belong,belong
201028,101028,belong,belong
201029,101029,belong,belong
201030,101030,belong,belong
201031,101031,belong,belong
201032,101032,belong,belong
201033,101033,belong,belong
201034,101034,belong,belong
201035,101035,belong,belong
201036,101036,belong,belong
201037,101037,belong,belong
201038,101038,belong,belong
201039,101039,belong,belong
201040,101040,belong,belong
201041,101041,belong,belong
201042,101042,belong,belong
201043,101043,belong,belong
201044,101044,belong,belong
201045,101045,belong,belong
201046,101046,belong,belong
201047,101047,belong,belong
201048,101048,belong,belong
201049,101049,belong,belong
201050,101050,belong,belong
201051,101051,belong,belong
201052,101052,belong,belong
201053,101053,belong,belong
201054,101054,belong,belong
201055,101055,belong,belong
201056,101056,belong,belong
201057,101057,belong,belong
201058,101058,belong,belong
201059,101059,belong,belong
201060,101060,belong,belong
201061,101061,belong,belong
201062,101062,belong,belong
201063,101063,belong,belong
201064,101064,belong,belong
201065,101065,belong,belong
201066,101066,belong,belong
201067,101067,belong,belong
201068,101068,belong,belong
201069,101069,belong,belong
201070,101070,belong,belong
201071,101071,belong,belong
201072,101072,belong,belong
201073,101073,belong,belong
201074,101074,belong,belong
201075,101075,belong,belong
201076,101076,belong,belong
201077,101077,belong,belong
201078,101078,belong,belong
201079,101079,belong,belong
201080,101080,belong,belong
201081,101081,belong,belong
201082,101082,belong,belong
201083,101083,belong,belong
201084,101084,belong,belong
201085,101085,belong,belong
201086,101086,belong,belong
201087,101087,belong,belong
201088,101088,belong,belong
201089,101089,belong,belong
201090,101090,belong,belong
201091,101091,belong,belong
201092,101092,belong,belong
201093,101093,belong,belong
201094,101094,belong,belong
